ID,replacement rate,Null befor,Null after,Null difference
4774,1.41,284,280,4
4775,1.41,213,210,3
4776,2.86,245,238,7
4777,0.42,236,235,1
4778,1.03,97,96,1
4779,0.39,257,256,1
4780,3.6,222,214,8
4781,0.76,262,260,2
4782,0.0,272,272,0
4783,0.0,121,121,0
4784,0.5,202,201,1
4785,3.56,281,271,10
4786,5.2,250,237,13
4787,1.23,244,241,3
4788,0.56,180,179,1
4789,96.59,88,3,85
4790,0.0,231,231,0
4791,0.0,316,316,0
4792,0.0,281,281,0
4793,0.43,230,229,1
4794,0.0,245,245,0
4795,0.0,221,221,0
4796,0.76,262,260,2
4797,0.32,315,314,1
4798,1.78,225,221,4
4799,0.77,261,259,2
4800,0.0,125,125,0
4801,2.68,224,218,6
4802,0.0,276,276,0
4803,2.46,244,238,6
4804,0.72,276,274,2
4805,1.9,316,310,6
4806,0.76,264,262,2
4807,1.48,271,267,4
4808,3.2,250,242,8
4809,1.54,260,256,4
4810,0.39,257,256,1
4811,3.09,97,94,3
4812,0.0,253,253,0
4813,1.43,280,276,4
4814,0.0,277,277,0
4815,3.9,205,197,8
4816,1.37,293,289,4
4817,0.84,239,237,2
4818,4.4,250,239,11
4819,1.49,269,265,4
4820,0.72,279,277,2
4821,1.17,257,254,3
4822,2.53,79,77,2
4823,1.46,343,338,5
4824,4.78,251,239,12
4825,0.0,281,281,0
4826,1.32,227,224,3
4827,0.0,280,280,0
4828,0.32,315,314,1
4829,1.09,274,271,3
4830,0.47,215,214,1
4831,0.81,246,244,2
4832,0.0,279,279,0
4833,0.0,94,94,0
4834,0.38,260,259,1
4835,0.49,205,204,1
4836,0.74,272,270,2
4837,1.58,317,312,5
4838,0.0,205,205,0
4839,1.83,273,268,5
4840,0.0,297,297,0
4841,1.77,226,222,4
4842,1.83,273,268,5
4843,0.0,297,297,0
4844,0.0,113,113,0
4845,1.77,226,222,4
4846,0.0,250,250,0
4847,0.0,229,229,0
4848,0.74,271,269,2
4849,0.0,243,243,0
4850,0.0,206,206,0
4851,0.0,262,262,0
4852,0.31,322,321,1
4853,2.91,206,200,6
4854,0.59,341,339,2
4855,7.41,81,75,6
4856,0.45,223,222,1
4857,0.33,306,305,1
4858,0.0,250,250,0
4859,0.4,253,252,1
4860,0.29,339,338,1
4861,2.58,194,189,5
4862,0.26,378,377,1
4863,1.09,276,273,3
4864,0.38,266,265,1
4865,1.25,319,315,4
4866,1.3,77,76,1
4867,0.0,299,299,0
4868,0.0,302,302,0
4869,2.26,310,303,7
4870,0.0,308,308,0
4871,2.23,314,307,7
4872,0.0,236,236,0
4873,1.82,274,269,5
4874,0.29,350,349,1
4875,0.29,340,339,1
4876,1.03,290,287,3
4877,90.62,64,6,58
4878,0.0,93,93,0
4879,0.0,318,318,0
4880,0.0,360,360,0
4881,0.94,320,317,3
4882,1.0,299,296,3
4883,0.8,249,247,2
4884,0.9,334,331,3
4885,2.27,308,301,7
4886,0.0,320,320,0
4887,1.74,288,283,5
4888,3.99,301,289,12
4889,0.0,136,136,0
4890,1.37,293,289,4
4891,0.0,246,246,0
4892,0.59,338,336,2
4893,0.68,296,294,2
4894,0.91,330,327,3
4895,0.29,339,338,1
4896,2.26,310,303,7
4897,0.0,361,361,0
4898,1.4,357,352,5
4899,0.0,258,258,0
4900,4.35,115,110,5
4901,0.63,318,316,2
4902,0.37,270,269,1
4903,0.32,313,312,1
4904,0.55,364,362,2
4905,0.31,322,321,1
4906,0.71,283,281,2
4907,1.87,321,315,6
4908,0.34,297,296,1
4909,1.75,286,281,5
4910,1.22,329,325,4
4911,0.0,95,95,0
4912,0.0,305,305,0
4913,2.53,277,270,7
4914,0.35,283,282,1
4915,0.0,277,277,0
4916,0.38,265,264,1
4917,0.0,295,295,0
4918,0.57,349,347,2
4919,0.59,338,336,2
4920,0.0,274,274,0
4921,0.0,151,151,0
4922,0.93,107,106,1
4923,96.94,98,3,95
4924,0.0,182,182,0
4925,0.0,88,88,0
4926,0.0,110,110,0
4927,0.0,68,68,0
4928,0.0,147,147,0
4929,1.52,132,130,2
4930,0.0,130,130,0
4931,0.0,106,106,0
4932,0.0,123,123,0
4933,0.61,163,162,1
4934,2.15,93,91,2
4935,0.0,133,133,0
4936,2.68,112,109,3
4937,0.61,165,164,1
4938,0.0,53,53,0
4939,0.0,222,222,0
4940,0.0,173,173,0
4941,1.28,156,154,2
4942,0.0,173,173,0
4943,1.28,156,154,2
4944,0.0,151,151,0
4945,0.0,159,159,0
4946,0.0,166,166,0
4947,1.95,154,151,3
4948,0.0,84,84,0
4949,0.47,215,214,1
4950,0.0,158,158,0
4951,0.97,207,205,2
4952,0.0,197,197,0
4953,1.57,191,188,3
4954,1.25,160,158,2
4955,46.81,141,75,66
4956,58.74,143,59,84
4957,0.0,183,183,0
4958,0.5,200,199,1
4959,0.0,48,48,0
4960,9.77,215,194,21
4961,0.88,228,226,2
4962,4.6,174,166,8
4963,0.0,160,160,0
4964,1.1,182,180,2
4965,0.0,149,149,0
4966,0.62,161,160,1
4967,0.0,179,179,0
4968,0.78,256,254,2
4969,1.54,195,192,3
4970,0.0,73,73,0
4971,1.02,197,195,2
4972,0.0,181,181,0
4973,0.0,193,193,0
4974,0.6,167,166,1
4975,3.72,215,207,8
4976,0.0,185,185,0
4977,0.65,155,154,1
4978,0.91,219,217,2
4979,1.4,214,211,3
4980,0.0,134,134,0
4981,0.0,156,156,0
4982,0.0,200,200,0
4983,0.47,212,211,1
4984,1.8,222,218,4
4985,0.0,236,236,0
4986,0.4,251,250,1
4987,0.0,274,274,0
4988,0.65,307,305,2
4989,0.46,217,216,1
4990,0.0,188,188,0
4991,1.16,173,171,2
4992,0.39,254,253,1
4993,1.22,245,242,3
4994,0.0,233,233,0
4995,2.62,191,186,5
4996,3.97,252,242,10
4997,7.02,171,159,12
4998,0.0,203,203,0
4999,0.63,158,157,1
5022,7.14,28,26,2
5023,0.0,32,32,0
5024,0.0,98,98,0
5025,0.58,347,345,2
5026,0.0,273,273,0
5027,0.44,226,225,1
5028,0.72,276,274,2
5029,2.25,267,261,6
5030,0.0,321,321,0
5031,0.73,273,271,2
5032,1.25,319,315,4
5033,2.03,296,290,6
5034,0.62,322,320,2
5035,2.73,110,107,3
5036,1.66,241,237,4
5037,0.0,227,227,0
5038,7.98,263,242,21
5039,0.0,264,264,0
5040,1.02,293,290,3
5041,2.3,217,212,5
5042,0.74,271,269,2
5043,0.0,265,265,0
5044,1.63,306,301,5
5045,0.41,243,242,1
5046,9.48,116,105,11
5047,1.68,298,293,5
5048,0.79,252,250,2
5049,1.1,273,270,3
5050,2.64,265,258,7
5051,0.0,323,323,0
5052,0.0,347,347,0
5053,0.0,321,321,0
5054,0.0,254,254,0
5055,0.94,213,211,2
5056,0.75,268,266,2
5057,0.0,121,121,0
5058,0.0,233,233,0
5059,0.78,255,253,2
5060,0.0,270,270,0
5061,0.37,273,272,1
5062,0.34,296,295,1
5063,1.62,309,304,5
5064,0.69,289,287,2
5065,2.36,296,289,7
5066,0.0,329,329,0
5067,0.27,367,366,1
5068,0.0,135,135,0
5069,0.35,286,285,1
5070,0.64,311,309,2
5071,3.28,396,383,13
5072,0.0,315,315,0
5073,2.78,216,210,6
5074,0.0,232,232,0
5075,1.11,361,357,4
5076,1.53,327,322,5
5077,1.03,290,287,3
5078,0.0,241,241,0
5079,0.76,131,130,1
5080,0.27,364,363,1
5081,0.71,282,280,2
5082,2.73,366,356,10
5083,0.0,145,145,0
5084,0.83,121,120,1
5085,1.42,141,139,2
5086,0.8,125,124,1
5087,0.0,40,40,0
5088,0.76,132,131,1
5089,1.4,143,141,2
5090,3.16,95,92,3
5091,3.38,148,143,5
5092,4.14,145,139,6
5093,13.33,120,104,16
5094,1.86,161,158,3
5095,3.8,158,152,6
5096,0.0,173,173,0
5097,0.0,114,114,0
5098,0.0,75,75,0
5099,0.65,155,154,1
5100,0.0,131,131,0
5101,0.0,167,167,0
5102,0.0,161,161,0
5103,0.64,156,155,1
5104,0.67,149,148,1
5105,0.56,177,176,1
5106,0.0,148,148,0
5107,0.0,140,140,0
5108,1.08,185,183,2
5109,0.0,72,72,0
5110,0.67,149,148,1
5111,0.0,135,135,0
5112,0.65,155,154,1
5113,1.71,175,172,3
5114,1.03,195,193,2
5115,1.62,185,182,3
5116,0.44,229,228,1
5117,1.41,142,140,2
5118,44.85,165,91,74
5119,0.0,173,173,0
5120,1.1,91,90,1
5121,0.57,175,174,1
5122,0.47,211,210,1
5123,0.45,221,220,1
5124,0.5,201,200,1
5125,1.23,244,241,3
5126,0.0,228,228,0
5127,0.61,164,163,1
5128,3.27,214,207,7
5129,0.0,242,242,0
5130,0.0,242,242,0
5131,0.0,112,112,0
5132,0.0,206,206,0
5133,0.0,227,227,0
5134,1.42,211,208,3
5135,6.09,230,216,14
5136,0.76,264,262,2
5137,1.56,257,253,4
5138,10.04,239,215,24
5139,1.6,250,246,4
5140,0.46,217,216,1
5141,0.0,250,250,0
5142,1.18,85,84,1
5143,1.96,204,200,4
5144,0.81,247,245,2
5145,0.66,304,302,2
5146,1.27,237,234,3
5147,0.0,253,253,0
5148,2.02,248,243,5
5149,0.66,304,302,2
5150,1.12,178,176,2
5151,0.34,295,294,1
5152,0.34,291,290,1
5153,5.06,79,75,4
5154,0.85,235,233,2
5155,1.52,264,260,4
5156,1.2,249,246,3
5157,0.98,205,203,2
5158,2.93,239,232,7
5159,1.47,273,269,4
5160,1.01,298,295,3
5161,0.0,192,192,0
5162,0.42,236,235,1
5163,1.11,270,267,3
5164,0.0,68,68,0
5165,1.03,291,288,3
5166,0.0,214,214,0
5167,0.0,224,224,0
5168,2.7,333,324,9
5169,2.7,333,324,9
5170,0.75,265,263,2
5171,0.38,266,265,1
5172,0.0,240,240,0
5173,0.88,341,338,3
5174,1.04,289,286,3
5175,0.0,351,351,0
5177,0.0,380,380,0
5178,69.52,315,96,219
5179,0.27,374,373,1
5180,33.23,322,215,107
5182,33.23,319,213,106
5184,92.5,40,3,37
5185,2.5,80,78,2
5186,0.0,73,73,0
5187,46.11,193,104,89
5188,0.59,170,169,1
5189,2.39,251,245,6
5190,0.47,211,210,1
5191,0.0,194,194,0
5192,1.03,290,287,3
5193,1.24,241,238,3
5194,0.0,264,264,0
5195,1.49,201,198,3
5196,2.97,303,294,9
5197,80.0,75,15,60
5198,1.38,290,286,4
5199,0.96,313,310,3
5200,0.4,248,247,1
5201,2.12,330,323,7
5202,0.84,238,236,2
5203,2.17,277,271,6
5204,0.87,230,228,2
5205,0.0,242,242,0
5206,1.67,300,295,5
5207,1.13,265,262,3
5208,0.83,121,120,1
5209,0.42,236,235,1
5210,0.0,183,183,0
5211,0.0,339,339,0
5212,0.43,232,231,1
5213,0.0,178,178,0
5214,0.9,221,219,2
5215,0.96,314,311,3
5216,1.88,320,314,6
5217,0.0,231,231,0
5218,4.28,304,291,13
5219,2.54,118,115,3
5220,1.09,276,273,3
5221,0.0,271,271,0
5222,0.0,271,271,0
5223,0.0,334,334,0
5224,0.32,313,312,1
5225,1.98,303,297,6
5226,1.43,280,276,4
5227,1.03,290,287,3
5228,1.37,291,287,4
5229,0.34,291,290,1
5230,2.67,75,73,2
5231,2.33,257,251,6
5232,0.32,315,314,1
5233,0.0,333,333,0
5234,1.32,227,224,3
5235,0.0,264,264,0
5236,0.0,311,311,0
5237,1.46,274,270,4
5238,1.62,247,243,4
5239,0.42,239,238,1
5240,0.32,314,313,1
5241,0.0,76,76,0
5242,0.66,301,299,2
5243,0.0,241,241,0
5244,0.0,388,388,0
5245,0.65,306,304,2
5246,0.93,214,212,2
5247,0.87,231,229,2
5248,0.76,262,260,2
5249,0.0,284,284,0
5250,0.0,268,268,0
5251,52.91,378,178,200
5252,0.0,110,110,0
5253,0.0,318,318,0
5254,0.65,308,306,2
5255,1.17,257,254,3
5256,0.72,278,276,2
5257,1.13,266,263,3
5258,42.76,283,162,121
5259,10.34,290,260,30
5260,1.91,262,257,5
5261,0.87,344,341,3
5262,0.66,304,302,2
5263,0.0,115,115,0
5264,0.39,257,256,1
5265,0.67,300,298,2
5266,1.1,273,270,3
5267,0.0,296,296,0
5268,0.32,313,312,1
5269,0.74,403,400,3
5270,0.0,320,320,0
5271,0.99,304,301,3
5272,0.69,290,288,2
5273,0.56,358,356,2
5274,0.79,126,125,1
5275,1.48,338,333,5
5276,0.55,364,362,2
5277,0.65,310,308,2
5278,0.43,233,232,1
5279,0.83,120,119,1
5280,6.94,72,67,5
5281,1.72,116,114,2
5282,0.0,147,147,0
5283,0.0,109,109,0
5284,6.47,170,159,11
5285,3.28,122,118,4
5286,0.0,115,115,0
5287,2.13,141,138,3
5288,0.88,114,113,1
5289,2.61,115,112,3
5290,2.61,115,112,3
5291,3.53,85,82,3
5292,0.72,139,138,1
5293,0.65,153,152,1
5294,1.2,166,164,2
5295,46.85,143,76,67
5296,0.67,150,149,1
5297,10.38,183,164,19
5298,0.0,125,125,0
5299,0.0,197,197,0
5300,0.0,111,111,0
5301,0.6,168,167,1
5302,0.0,68,68,0
5303,0.76,132,131,1
5304,1.2,166,164,2
5305,0.0,186,186,0
5306,88.81,134,15,119
5307,0.62,161,160,1
5308,0.0,149,149,0
5309,0.57,176,175,1
5310,1.49,134,132,2
5311,1.17,171,169,2
5312,1.17,171,169,2
5313,45.31,64,35,29
5314,6.72,134,125,9
5315,0.55,182,181,1
5316,0.51,195,194,1
5317,2.15,186,182,4
5318,1.59,189,186,3
5319,46.45,183,98,85
5320,0.0,159,159,0
5321,1.19,168,166,2
5322,2.24,134,131,3
5323,0.7,143,142,1
5324,4.48,67,64,3
5325,0.58,172,171,1
5326,0.0,184,184,0
5327,1.02,196,194,2
5328,0.66,152,151,1
5329,1.17,171,169,2
5330,0.0,150,150,0
5331,0.55,182,181,1
5332,1.59,189,186,3
5333,1.16,173,171,2
5334,2.2,182,178,4
5335,1.11,90,89,1
5336,2.75,255,248,7
5337,0.0,226,226,0
5338,1.75,171,168,3
5339,1.38,217,214,3
5340,0.0,215,215,0
5341,0.4,249,248,1
5342,0.49,205,204,1
5343,1.65,243,239,4
5344,0.0,208,208,0
5345,0.0,182,182,0
5346,2.22,90,88,2
5347,0.89,224,222,2
5348,0.93,215,213,2
5349,0.46,218,217,1
5350,1.15,262,259,3
5351,1.31,229,226,3
5352,3.28,274,265,9
5353,0.67,298,296,2
5354,0.0,204,204,0
5355,0.0,255,255,0
5356,0.0,255,255,0
5357,1.12,89,88,1
5358,0.0,260,260,0
5359,1.78,225,221,4
5360,1.61,248,244,4
5361,0.0,186,186,0
5362,0.61,326,324,2
5363,0.77,261,259,2
5364,1.03,290,287,3
5365,0.93,215,213,2
5366,0.0,265,265,0
5367,0.0,271,271,0
5376,0.0,12,12,0
5377,89.66,29,3,26
5378,0.0,101,101,0
5379,0.84,237,235,2
5380,0.76,263,261,2
5381,0.43,234,233,1
5382,0.6,331,329,2
5383,1.46,274,270,4
5384,0.0,328,328,0
5385,0.94,213,211,2
5386,0.75,267,265,2
5387,0.0,217,217,0
5388,0.0,356,356,0
5389,0.0,89,89,0
5390,0.0,356,356,0
5391,0.45,221,220,1
5392,0.37,269,268,1
5393,1.56,257,253,4
5394,0.87,231,229,2
5395,0.0,237,237,0
5396,2.53,237,231,6
5397,1.76,284,279,5
5398,1.36,294,290,4
5399,0.0,245,245,0
5400,2.25,89,87,2
5401,0.88,228,226,2
5402,0.36,280,279,1
5403,0.0,202,202,0
5404,1.06,282,279,3
5405,2.33,257,251,6
5406,1.27,316,312,4
5407,1.45,344,339,5
5408,0.35,283,282,1
5409,0.0,276,276,0
5410,2.68,261,254,7
5411,2.73,110,107,3
5412,0.0,228,228,0
5413,0.48,207,206,1
5414,0.41,245,244,1
5415,0.87,231,229,2
5416,0.0,216,216,0
5417,1.12,268,265,3
5418,0.69,289,287,2
5419,0.0,340,340,0
5420,0.4,247,246,1
5421,0.35,286,285,1
5422,5.36,112,106,6
5423,1.32,302,298,4
5424,0.91,331,328,3
5425,0.36,280,279,1
5426,0.0,225,225,0
5427,1.23,326,322,4
5428,0.37,271,270,1
5429,3.33,330,319,11
5430,0.0,340,340,0
5431,0.0,274,274,0
5432,1.18,340,336,4
5433,0.0,116,116,0
5434,2.08,384,376,8
5435,1.09,275,272,3
5436,2.49,361,352,9
5437,0.68,292,290,2
5438,0.0,285,285,0
5439,0.63,317,315,2
5440,0.0,295,295,0
5441,1.34,299,295,4
5442,0.63,319,317,2
5443,1.28,312,308,4
5444,0.0,107,107,0
5445,0.31,325,324,1
5446,0.35,285,284,1
5447,0.0,271,271,0
5448,1.36,294,290,4
5449,0.68,292,290,2
5450,1.28,312,308,4
5451,2.08,289,283,6
5452,1.5,333,328,5
5453,0.0,226,226,0
5454,0.0,330,330,0
5455,0.0,108,108,0
5456,1.72,290,285,5
5457,0.0,196,196,0
5458,1.19,335,331,4
5459,0.0,379,379,0
5460,0.32,315,314,1
5461,0.0,227,227,0
5462,2.05,293,287,6
5463,0.0,339,339,0
5464,0.0,256,256,0
5465,1.04,289,286,3
5466,2.83,106,103,3
5467,0.41,242,241,1
5468,2.13,282,276,6
5469,0.32,314,313,1
5470,0.68,294,292,2
5471,0.35,283,282,1
5472,1.01,296,293,3
5473,0.93,108,107,1
5474,0.0,102,102,0
5475,44.03,134,75,59
5476,0.0,112,112,0
5477,0.0,126,126,0
5478,0.63,159,158,1
5479,0.58,171,170,1
5480,0.0,141,141,0
5481,1.41,142,140,2
5482,4.13,121,116,5
5483,0.0,129,129,0
5484,1.64,61,60,1
5485,2.36,127,124,3
5486,0.6,166,165,1
5487,97.58,124,3,121
5488,1.8,167,164,3
5489,0.79,126,125,1
5490,0.0,118,118,0
5491,2.08,144,141,3
5492,0.0,129,129,0
5493,0.62,161,160,1
5494,1.36,147,145,2
5495,0.0,72,72,0
5496,10.68,206,184,22
5497,2.21,181,177,4
5498,0.65,154,153,1
5499,0.56,179,178,1
